product_id,category,subcategory,base_price
P01590,Fashion,Men's Clothing,6214
P01591,Grocery,Snacks,1057
P01592,Home & Kitchen,Decor,24556
P01593,Electronics,Accessories,38090
P01594,Books,Children's,2076
P01595,Home & Kitchen,Cookware,7906
P01596,Grocery,Snacks,666
P01597,Home & Kitchen,Appliances,15785
P01598,Home & Kitchen,Decor,1198
P01599,Fashion,Footwear,7512
P01600,Fashion,Watches,4263
P01601,Books,Fiction,835
P01602,Home & Kitchen,Furniture,16017
P01603,Books,Academic,676
P01604,Electronics,Audio,71058
P01605,Home & Kitchen,Decor,21612
P01606,Home & Kitchen,Decor,5562
P01607,Fashion,Women's Clothing,1081
P01608,Home & Kitchen,Cookware,15878
P01609,Electronics,Smartphones,26299
P01610,Electronics,Laptops,13805
P01611,Fashion,Watches,2354
P01612,Electronics,Cameras,10012
P01613,Grocery,Personal Care,1585
P01614,Books,Fiction,126
P01615,Fashion,Footwear,528
P01616,Grocery,Beverages,1573
P01617,Fashion,Watches,3907
P01618,Electronics,Laptops,47899
P01619,Books,Academic,1177
P01620,Books,Children's,359
P01621,Electronics,Laptops,13037
P01622,Home & Kitchen,Cookware,2421
P01623,Electronics,Laptops,49682
P01624,Fashion,Men's Clothing,7461
P01625,Fashion,Watches,7976
P01626,Electronics,Laptops,50198
P01627,Grocery,Personal Care,148
P01628,Home & Kitchen,Cookware,16168
P01629,Home & Kitchen,Decor,17578
P01630,Grocery,Beverages,1589
P01631,Electronics,Smartphones,10503
P01632,Electronics,Cameras,18998
P01633,Fashion,Footwear,7857
P01634,Grocery,Beverages,1583
P01635,Grocery,Snacks,1521
P01636,Fashion,Women's Clothing,6483
P01637,Electronics,Accessories,35378
P01638,Electronics,Cameras,15841
P01639,Home & Kitchen,Furniture,17278
P01640,Electronics,Smartphones,28974
P01641,Books,Non-Fiction,491
P01642,Fashion,Women's Clothing,7210
P01643,Grocery,Snacks,986
P01644,Electronics,Audio,35281
P01645,Fashion,Men's Clothing,2499
P01646,Home & Kitchen,Decor,17471
P01647,Books,Academic,650
P01648,Home & Kitchen,Appliances,4788
P01649,Home & Kitchen,Furniture,8789
P01650,Home & Kitchen,Cookware,18350
P01651,Electronics,Smartphones,22388
P01652,Home & Kitchen,Decor,20809
P01653,Grocery,Personal Care,1832
P01654,Electronics,Audio,44584
P01655,Electronics,Cameras,5976
P01656,Electronics,Audio,12825
P01657,Grocery,Personal Care,612
P01658,Grocery,Staples,549
P01659,Electronics,Laptops,29685
P01660,Grocery,Beverages,31
P01661,Fashion,Men's Clothing,5177
P01662,Electronics,Audio,30634
P01663,Books,Children's,638
P01664,Electronics,Cameras,1988
P01665,Grocery,Beverages,1718
P01666,Grocery,Snacks,1559
P01667,Fashion,Women's Clothing,2063
P01668,Electronics,Laptops,57820
P01669,Fashion,Watches,5335
P01670,Fashion,Men's Clothing,4404
P01671,Fashion,Men's Clothing,3222
P01672,Electronics,Cameras,42164
P01673,Electronics,Laptops,40055
P01674,Electronics,Accessories,44342
P01675,Grocery,Snacks,1238
P01676,Grocery,Snacks,666
P01677,Books,Academic,1959
P01678,Electronics,Laptops,9282
P01679,Fashion,Footwear,4281
P01680,Grocery,Beverages,161
P01681,Books,Fiction,2522
P01682,Fashion,Footwear,1212
P01683,Fashion,Women's Clothing,7013
P01684,Fashion,Footwear,1776
P01685,Fashion,Women's Clothing,3986
P01686,Electronics,Accessories,8351
P01687,Fashion,Men's Clothing,4654
P01688,Grocery,Snacks,1678
P01689,Electronics,Cameras,52805
P01690,Home & Kitchen,Furniture,13217
P01691,Home & Kitchen,Furniture,17578
P01692,Grocery,Beverages,534
P01693,Home & Kitchen,Cookware,9254
P01694,Fashion,Men's Clothing,4926
P01695,Electronics,Smartphones,6134
P01696,Home & Kitchen,Cookware,23266
P01697,Home & Kitchen,Decor,5337
P01698,Home & Kitchen,Furniture,12361
P01699,Electronics,Cameras,71237
P01700,Fashion,Watches,824
P01701,Fashion,Men's Clothing,6448
P01702,Electronics,Audio,5326
P01703,Home & Kitchen,Decor,14017
P01704,Electronics,Accessories,75090
P01705,Electronics,Audio,33568
P01706,Electronics,Laptops,29841
P01707,Grocery,Personal Care,1426
P01708,Books,Academic,2489
P01709,Fashion,Watches,2273
P01710,Home & Kitchen,Cookware,1160
P01711,Home & Kitchen,Cookware,1899
P01712,Home & Kitchen,Furniture,7702
P01713,Electronics,Audio,75596
P01714,Fashion,Watches,7693
P01715,Grocery,Personal Care,221
P01716,Fashion,Watches,5856
P01717,Grocery,Snacks,1077
P01718,Fashion,Footwear,1678
P01719,Fashion,Women's Clothing,4304
P01720,Home & Kitchen,Decor,6332
P01721,Electronics,Accessories,50213
P01722,Home & Kitchen,Decor,4596
P01723,Grocery,Personal Care,1506
P01724,Fashion,Women's Clothing,3438
P01725,Fashion,Footwear,1023
P01726,Books,Fiction,1952
P01727,Grocery,Beverages,735
P01728,Grocery,Snacks,934
P01729,Home & Kitchen,Appliances,16681
P01730,Fashion,Men's Clothing,7086
P01731,Fashion,Footwear,1501
P01732,Electronics,Audio,14842
P01733,Fashion,Women's Clothing,3332
P01734,Books,Non-Fiction,1079
P01735,Books,Fiction,559
P01736,Fashion,Men's Clothing,7988
P01737,Electronics,Accessories,35719
P01738,Home & Kitchen,Appliances,8905
P01739,Books,Children's,1014
P01740,Electronics,Laptops,79321
P01741,Home & Kitchen,Furniture,8218
P01742,Fashion,Footwear,3099
P01743,Electronics,Cameras,61253
P01744,Books,Academic,1349
P01745,Electronics,Laptops,58206
P01746,Electronics,Laptops,48869
P01747,Books,Children's,1733
P01748,Electronics,Cameras,17507
P01749,Grocery,Personal Care,1538
P01750,Books,Children's,2786
P01751,Books,Academic,837
P01752,Electronics,Audio,76951
P01753,Fashion,Men's Clothing,3690
P01754,Electronics,Smartphones,32069
P01755,Electronics,Audio,58242
P01756,Books,Children's,2951
P01757,Fashion,Women's Clothing,4847
P01758,Electronics,Laptops,41650
P01759,Grocery,Beverages,1987
P01760,Electronics,Smartphones,24496
P01761,Books,Fiction,971
P01762,Grocery,Beverages,467
P01763,Fashion,Watches,6875
P01764,Fashion,Watches,369
P01765,Books,Academic,2484
P01766,Home & Kitchen,Cookware,17290
P01767,Books,Fiction,900
P01768,Fashion,Watches,4519
P01769,Home & Kitchen,Furniture,13975
P01770,Fashion,Footwear,7422
P01771,Grocery,Beverages,335
P01772,Fashion,Watches,494
P01773,Grocery,Beverages,731
P01774,Fashion,Men's Clothing,1280
P01775,Electronics,Audio,29683
P01776,Electronics,Smartphones,46781
P01777,Books,Non-Fiction,776
P01778,Fashion,Footwear,6526
P01779,Books,Academic,367
P01780,Grocery,Staples,818
P01781,Electronics,Audio,73472
P01782,Electronics,Cameras,58874
P01783,Home & Kitchen,Appliances,18131
P01784,Electronics,Cameras,63536
P01785,Electronics,Accessories,14246
P01786,Electronics,Cameras,66144
P01787,Fashion,Men's Clothing,5579
P01788,Electronics,Laptops,46310
P01789,Electronics,Smartphones,72659
P01790,Home & Kitchen,Appliances,14941
P01791,Books,Academic,971
P01792,Books,Academic,2219
P01793,Home & Kitchen,Decor,14471
P01794,Electronics,Laptops,6739
P01795,Electronics,Laptops,4946
P01796,Electronics,Cameras,61787
P01797,Grocery,Personal Care,715
P01798,Home & Kitchen,Cookware,20456
P01799,Grocery,Staples,851
P01800,Fashion,Men's Clothing,6969
P01801,Books,Non-Fiction,2622
P01802,Fashion,Footwear,1968
P01803,Electronics,Audio,52396
P01804,Grocery,Personal Care,1217
P01805,Electronics,Laptops,1409
P01806,Electronics,Cameras,62305
P01807,Grocery,Snacks,783
P01808,Grocery,Beverages,630
P01809,Electronics,Cameras,3774
P01810,Grocery,Beverages,1094
P01811,Home & Kitchen,Furniture,3867
P01812,Home & Kitchen,Appliances,12635
P01813,Fashion,Footwear,1922
P01814,Electronics,Cameras,4516
P01815,Electronics,Accessories,58660
P01816,Home & Kitchen,Appliances,9913
P01817,Electronics,Cameras,35926
P01818,Home & Kitchen,Decor,14939
P01819,Fashion,Watches,4137
P01820,Fashion,Men's Clothing,1932
P01821,Fashion,Footwear,2460
P01822,Electronics,Accessories,31849
P01823,Home & Kitchen,Cookware,3435
P01824,Fashion,Watches,844
P01825,Grocery,Beverages,1156
P01826,Electronics,Smartphones,4420
P01827,Fashion,Watches,3314
P01828,Electronics,Accessories,7264
P01829,Fashion,Women's Clothing,4114
P01830,Electronics,Smartphones,62019
P01831,Electronics,Cameras,10865
P01832,Home & Kitchen,Appliances,3502
P01833,Fashion,Women's Clothing,4563
P01834,Home & Kitchen,Appliances,12273
P01835,Home & Kitchen,Furniture,16358
P01836,Fashion,Women's Clothing,1730
P01837,Grocery,Staples,1244
P01838,Grocery,Staples,1479
P01839,Grocery,Snacks,515
P01840,Grocery,Staples,171
P01841,Grocery,Personal Care,1560
P01842,Fashion,Footwear,2723
P01843,Books,Children's,2780
P01844,Grocery,Snacks,207
P01845,Fashion,Watches,5440
P01846,Fashion,Women's Clothing,3504
P01847,Fashion,Watches,2917
P01848,Electronics,Cameras,25999
P01849,Books,Children's,1822
P01850,Fashion,Men's Clothing,389
P01851,Home & Kitchen,Furniture,7725
P01852,Electronics,Cameras,79018
P01853,Grocery,Snacks,1244
P01854,Fashion,Footwear,7923
P01855,Home & Kitchen,Appliances,11139
P01856,Books,Children's,523
P01857,Grocery,Beverages,118
P01858,Electronics,Laptops,65545
P01859,Fashion,Watches,1758
P01860,Electronics,Cameras,30219
P01861,Fashion,Footwear,6110
P01862,Fashion,Footwear,6852
P01863,Fashion,Footwear,1076
P01864,Fashion,Watches,625
P01865,Grocery,Snacks,1899
P01866,Electronics,Laptops,74175
P01867,Electronics,Accessories,69566
P01868,Home & Kitchen,Decor,20530
P01869,Home & Kitchen,Furniture,491
P01870,Grocery,Beverages,1397
P01871,Home & Kitchen,Decor,2915
P01872,Fashion,Women's Clothing,3710
P01873,Electronics,Audio,2308
P01874,Electronics,Accessories,17116
P01875,Fashion,Watches,4396
P01876,Home & Kitchen,Decor,5214
P01877,Electronics,Cameras,42100
P01878,Electronics,Accessories,21063
P01879,Fashion,Footwear,3968
P01880,Electronics,Smartphones,58529
P01881,Grocery,Personal Care,308
P01882,Electronics,Audio,56051
P01883,Electronics,Accessories,1962
P01884,Books,Non-Fiction,1791
P01885,Grocery,Beverages,1337
P01886,Electronics,Smartphones,3957
P01887,Grocery,Beverages,366
P01888,Electronics,Smartphones,23079
P01889,Home & Kitchen,Decor,19761
P01890,Home & Kitchen,Appliances,15506
P01891,Fashion,Footwear,614
P01892,Fashion,Watches,5307
P01893,Fashion,Women's Clothing,265
P01894,Electronics,Laptops,31397
P01895,Grocery,Beverages,564
P01896,Fashion,Footwear,6846
P01897,Electronics,Laptops,52978
P01898,Grocery,Staples,1733
P01899,Fashion,Women's Clothing,349
P01900,Electronics,Laptops,69459
P01901,Home & Kitchen,Cookware,16288
P01902,Electronics,Cameras,18878
P01903,Fashion,Women's Clothing,3169
P01904,Grocery,Snacks,1954
P01905,Home & Kitchen,Cookware,2625
P01906,Fashion,Men's Clothing,2661
P01907,Electronics,Audio,69408
P01908,Electronics,Accessories,42759
P01909,Electronics,Audio,15320
P01910,Home & Kitchen,Cookware,12591
P01911,Home & Kitchen,Furniture,11531
P01912,Grocery,Staples,1855
P01913,Books,Non-Fiction,162
P01914,Fashion,Watches,2130
P01915,Fashion,Watches,4329
P01916,Home & Kitchen,Appliances,8439
P01917,Electronics,Laptops,31775
P01918,Electronics,Accessories,12982
P01919,Home & Kitchen,Decor,8767
P01920,Grocery,Beverages,723
P01921,Home & Kitchen,Cookware,15687
P01922,Grocery,Staples,495
P01923,Grocery,Snacks,1957
P01924,Grocery,Staples,1017
P01925,Grocery,Snacks,1629
P01926,Electronics,Audio,50250
P01927,Electronics,Laptops,70355
P01928,Fashion,Men's Clothing,7145
P01929,Grocery,Personal Care,1635
P01930,Fashion,Watches,430
P01931,Home & Kitchen,Furniture,13940
P01932,Electronics,Accessories,22775
P01933,Home & Kitchen,Cookware,3920
P01934,Grocery,Staples,1797
P01935,Electronics,Accessories,52726
P01936,Electronics,Cameras,7480
P01937,Home & Kitchen,Cookware,9648
P01938,Electronics,Accessories,76868
P01939,Electronics,Accessories,49190
P01940,Home & Kitchen,Appliances,15694
P01941,Fashion,Watches,1974
P01942,Grocery,Snacks,504
P01943,Electronics,Cameras,12644
P01944,Grocery,Personal Care,1942
P01945,Grocery,Beverages,1822
P01946,Grocery,Snacks,679
P01947,Home & Kitchen,Cookware,13625
P01948,Home & Kitchen,Decor,5288
P01949,Fashion,Women's Clothing,1281
P01950,Grocery,Personal Care,1096
P01951,Electronics,Accessories,64108
P01952,Fashion,Women's Clothing,6928
P01953,Grocery,Staples,639
P01954,Grocery,Beverages,1419
P01955,Electronics,Accessories,42143
P01956,Home & Kitchen,Furniture,3511
P01957,Grocery,Snacks,1992
P01958,Fashion,Watches,7811
P01959,Electronics,Audio,12040
P01960,Grocery,Beverages,1868
P01961,Grocery,Staples,1837
P01962,Books,Children's,1021
P01963,Electronics,Smartphones,44809
P01964,Fashion,Women's Clothing,7599
P01965,Books,Non-Fiction,443
P01966,Books,Children's,1021
P01967,Fashion,Footwear,7061
P01968,Grocery,Snacks,1462
P01969,Books,Fiction,2320
P01970,Electronics,Accessories,70470
P01971,Books,Children's,1301
P01972,Books,Non-Fiction,1293
P01973,Books,Children's,1385
P01974,Books,Academic,2808
P01975,Fashion,Footwear,7174
P01976,Electronics,Accessories,74693
P01977,Fashion,Men's Clothing,2336
P01978,Fashion,Footwear,6277
P01979,Fashion,Footwear,1033
P01980,Grocery,Snacks,394
P01981,Home & Kitchen,Cookware,19097
P01982,Electronics,Smartphones,49153
P01983,Fashion,Watches,2282
P01984,Fashion,Footwear,4623
P01985,Home & Kitchen,Furniture,5888
P01986,Fashion,Watches,2011
P01987,Electronics,Cameras,55147
P01988,Fashion,Footwear,3002
P01989,Fashion,Men's Clothing,5568
P01990,Home & Kitchen,Decor,11994
P01991,Grocery,Beverages,1020
P01992,Fashion,Women's Clothing,4917
P01993,Grocery,Snacks,1433
P01994,Grocery,Snacks,767
P01995,Grocery,Personal Care,1709
P01996,Books,Non-Fiction,1525
P01997,Home & Kitchen,Appliances,3567
P01998,Fashion,Footwear,1707
P01999,Home & Kitchen,Appliances,951
P02000,Home & Kitchen,Appliances,19149
P02001,Home & Kitchen,Furniture,523
P02002,Electronics,Laptops,21954
P02003,Grocery,Staples,844
P02004,Fashion,Watches,5990
P02005,Home & Kitchen,Decor,24708
P02006,Fashion,Men's Clothing,6111
P02007,Books,Fiction,292
P02008,Grocery,Staples,1856
P02009,Grocery,Snacks,1972
P02010,Home & Kitchen,Furniture,21698
P02011,Books,Non-Fiction,1521
P02012,Fashion,Footwear,2734
P02013,Electronics,Cameras,36875
P02014,Grocery,Personal Care,516
P02015,Electronics,Smartphones,32687
P02016,Grocery,Snacks,112
P02017,Fashion,Watches,5936
P02018,Fashion,Men's Clothing,3167
P02019,Electronics,Cameras,25375
P02020,Grocery,Personal Care,1235
P02021,Grocery,Staples,1493
P02022,Books,Children's,1822
P02023,Fashion,Women's Clothing,4297
P02024,Fashion,Watches,7031
P02025,Electronics,Audio,63060
P02026,Grocery,Staples,1056
P02027,Electronics,Cameras,36403
P02028,Books,Children's,2498
P02029,Books,Academic,223
P02030,Grocery,Staples,1992
P02031,Fashion,Watches,4246
P02032,Fashion,Footwear,3286
P02033,Electronics,Smartphones,58946
P02034,Electronics,Laptops,44837
P02035,Fashion,Men's Clothing,4226
P02036,Fashion,Men's Clothing,5119
P02037,Fashion,Watches,585
P02038,Home & Kitchen,Decor,7386
P02039,Fashion,Men's Clothing,3305
P02040,Books,Fiction,983
P02041,Electronics,Smartphones,66296
P02042,Electronics,Audio,37177
P02043,Fashion,Men's Clothing,3495
P02044,Home & Kitchen,Decor,15386
P02045,Electronics,Audio,4836
P02046,Fashion,Women's Clothing,4232
P02047,Electronics,Laptops,11808
P02048,Home & Kitchen,Appliances,20773
P02049,Fashion,Footwear,3723
P02050,Fashion,Watches,5837
P02051,Home & Kitchen,Appliances,2962
P02052,Electronics,Audio,62409
P02053,Books,Children's,2820
P02054,Fashion,Men's Clothing,5630
P02055,Fashion,Women's Clothing,1255
P02056,Electronics,Accessories,33378
P02057,Fashion,Men's Clothing,3717
P02058,Books,Non-Fiction,619
P02059,Fashion,Watches,4804
P02060,Fashion,Women's Clothing,5759
P02061,Electronics,Laptops,16554
P02062,Fashion,Men's Clothing,3747
P02063,Electronics,Smartphones,20382
P02064,Electronics,Accessories,55492
P02065,Fashion,Watches,7276
P02066,Electronics,Cameras,63821
P02067,Fashion,Watches,5803
P02068,Fashion,Watches,1164
P02069,Electronics,Laptops,9576
P02070,Home & Kitchen,Furniture,11318
P02071,Books,Children's,1153
P02072,Electronics,Accessories,42143
P02073,Electronics,Laptops,31035
P02074,Fashion,Footwear,6370
P02075,Grocery,Snacks,1038
P02076,Grocery,Staples,1901
P02077,Grocery,Staples,776
P02078,Grocery,Personal Care,780
P02079,Fashion,Men's Clothing,6192
P02080,Home & Kitchen,Furniture,22819
P02081,Books,Non-Fiction,1740
P02082,Grocery,Staples,1329
P02083,Electronics,Smartphones,12432
P02084,Grocery,Staples,1742
P02085,Home & Kitchen,Appliances,4595
P02086,Home & Kitchen,Cookware,17844
P02087,Grocery,Snacks,857
P02088,Home & Kitchen,Cookware,7842
P02089,Books,Children's,2329
P02090,Fashion,Watches,3681
P02091,Grocery,Snacks,1264
P02092,Fashion,Women's Clothing,1117
P02093,Grocery,Staples,289
P02094,Grocery,Snacks,430
P02095,Electronics,Cameras,49994
P02096,Grocery,Beverages,529
P02097,Home & Kitchen,Furniture,11547
P02098,Electronics,Cameras,68505
P02099,Electronics,Accessories,43708
P02100,Grocery,Beverages,41
P02101,Electronics,Laptops,70675
P02102,Home & Kitchen,Decor,6061
P02103,Grocery,Snacks,1190
P02104,Electronics,Cameras,38319
P02105,Home & Kitchen,Furniture,10342
P02106,Fashion,Watches,819
P02107,Fashion,Footwear,4881
P02108,Fashion,Footwear,2109
P02109,Fashion,Men's Clothing,4469
P02110,Fashion,Women's Clothing,5034
P02111,Electronics,Audio,44825
P02112,Home & Kitchen,Appliances,20658
P02113,Home & Kitchen,Cookware,1366
P02114,Home & Kitchen,Decor,3834
P02115,Grocery,Personal Care,1317
P02116,Fashion,Footwear,486
P02117,Grocery,Personal Care,1712
P02118,Electronics,Audio,53526
P02119,Electronics,Laptops,67122
P02120,Electronics,Accessories,24226
P02121,Home & Kitchen,Appliances,23022
P02122,Home & Kitchen,Furniture,1368
P02123,Fashion,Watches,3452
P02124,Fashion,Women's Clothing,1590
P02125,Books,Non-Fiction,2049
P02126,Grocery,Beverages,1234
P02127,Grocery,Snacks,1392
P02128,Fashion,Watches,4841
P02129,Fashion,Men's Clothing,6341
P02130,Electronics,Cameras,14605
P02131,Electronics,Audio,36699
P02132,Books,Children's,1779
P02133,Books,Non-Fiction,2801
P02134,Electronics,Audio,7904
P02135,Electronics,Laptops,24294
P02136,Fashion,Footwear,3075
P02137,Books,Non-Fiction,1199
P02138,Fashion,Footwear,728
P02139,Home & Kitchen,Cookware,10769
P02140,Home & Kitchen,Appliances,13829
P02141,Books,Academic,949
P02142,Fashion,Men's Clothing,1249
P02143,Books,Non-Fiction,2114
P02144,Home & Kitchen,Cookware,6969
P02145,Home & Kitchen,Decor,13247
P02146,Home & Kitchen,Appliances,13187
P02147,Fashion,Men's Clothing,5627
P02148,Books,Fiction,1875
P02149,Home & Kitchen,Furniture,2866
P02150,Grocery,Snacks,1468
P02151,Fashion,Watches,5106
P02152,Electronics,Laptops,78982
P02153,Home & Kitchen,Decor,12169
P02154,Fashion,Footwear,5572
P02155,Fashion,Men's Clothing,7484
P02156,Electronics,Laptops,78909
P02157,Grocery,Snacks,596
P02158,Home & Kitchen,Cookware,15280
P02159,Fashion,Watches,2669
P02160,Books,Non-Fiction,1624
P02161,Fashion,Women's Clothing,7961
P02162,Books,Children's,1126
P02163,Grocery,Snacks,286
P02164,Fashion,Footwear,4589
P02165,Books,Academic,1607
P02166,Grocery,Personal Care,1275
P02167,Home & Kitchen,Appliances,12389
P02168,Fashion,Footwear,1603
P02169,Electronics,Accessories,48948
P02170,Books,Academic,2155
P02171,Fashion,Footwear,7838
P02172,Books,Children's,105
P02173,Books,Children's,170
P02174,Electronics,Smartphones,50224
P02175,Electronics,Audio,9875
P02176,Grocery,Beverages,1701
P02177,Electronics,Laptops,64065
P02178,Fashion,Footwear,7992
P02179,Fashion,Footwear,3430
P02180,Electronics,Audio,27036
P02181,Home & Kitchen,Cookware,14076
P02182,Fashion,Women's Clothing,5173
P02183,Fashion,Women's Clothing,288
P02184,Electronics,Smartphones,16494
P02185,Home & Kitchen,Decor,7148
P02186,Electronics,Cameras,63321
P02187,Electronics,Cameras,24968
P02188,Books,Children's,1569
P02189,Electronics,Accessories,26252
P02190,Electronics,Laptops,987
P02191,Home & Kitchen,Furniture,17193
P02192,Grocery,Beverages,702
P02193,Grocery,Snacks,1457
P02194,Fashion,Watches,5005
P02195,Electronics,Cameras,2815
P02196,Fashion,Women's Clothing,1570
P02197,Grocery,Personal Care,681
P02198,Fashion,Footwear,2836
P02199,Grocery,Beverages,1355
P02200,Electronics,Audio,73335
P02201,Grocery,Personal Care,1601
P02202,Grocery,Personal Care,1302
P02203,Books,Non-Fiction,1496
P02204,Books,Academic,1919
P02205,Grocery,Snacks,1787
P02206,Grocery,Snacks,1088
P02207,Electronics,Cameras,27141
P02208,Books,Children's,2374
P02209,Grocery,Snacks,845
P02210,Fashion,Men's Clothing,5992
P02211,Home & Kitchen,Cookware,20902
P02212,Home & Kitchen,Cookware,7589
P02213,Grocery,Staples,1458
P02214,Grocery,Staples,652
P02215,Books,Children's,1654
P02216,Home & Kitchen,Furniture,5325
P02217,Fashion,Women's Clothing,5547
P02218,Grocery,Staples,1605
P02219,Electronics,Laptops,71098
P02220,Books,Fiction,1125
P02221,Grocery,Snacks,1940
P02222,Books,Children's,913
P02223,Fashion,Footwear,443
P02224,Fashion,Men's Clothing,7872
P02225,Home & Kitchen,Appliances,15719
P02226,Electronics,Audio,67471
P02227,Fashion,Men's Clothing,4654
P02228,Home & Kitchen,Cookware,9831
P02229,Fashion,Watches,4842
P02230,Fashion,Men's Clothing,6944
P02231,Fashion,Men's Clothing,6062
P02232,Grocery,Beverages,1419
P02233,Electronics,Cameras,25503
P02234,Books,Academic,192
P02235,Fashion,Men's Clothing,3428
P02236,Home & Kitchen,Appliances,12502
P02237,Grocery,Snacks,498
P02238,Grocery,Staples,920
P02239,Fashion,Men's Clothing,7616
P02240,Electronics,Cameras,17683
P02241,Home & Kitchen,Furniture,7663
P02242,Books,Non-Fiction,425
P02243,Fashion,Women's Clothing,6323
P02244,Books,Academic,2356
P02245,Grocery,Beverages,1829
P02246,Electronics,Accessories,35780
P02247,Electronics,Audio,2482
P02248,Home & Kitchen,Cookware,12144
P02249,Grocery,Beverages,1015
P02250,Fashion,Watches,1684
P02251,Home & Kitchen,Appliances,23102
P02252,Grocery,Snacks,1473
P02253,Home & Kitchen,Furniture,13162
P02254,Books,Academic,2349
P02255,Grocery,Staples,312
P02256,Books,Fiction,2628
P02257,Fashion,Men's Clothing,6613
P02258,Home & Kitchen,Appliances,23460
P02259,Books,Children's,2062
P02260,Electronics,Audio,11051
P02261,Home & Kitchen,Appliances,18156
P02262,Fashion,Men's Clothing,3783
P02263,Fashion,Men's Clothing,5767
P02264,Home & Kitchen,Furniture,13130
P02265,Electronics,Smartphones,827
P02266,Electronics,Audio,74621
P02267,Electronics,Audio,55121
P02268,Grocery,Beverages,1201
P02269,Books,Fiction,353
P02270,Fashion,Men's Clothing,3842
P02271,Home & Kitchen,Furniture,1297
P02272,Electronics,Laptops,41886
P02273,Home & Kitchen,Appliances,16526
P02274,Home & Kitchen,Decor,7915
P02275,Fashion,Men's Clothing,4705
P02276,Home & Kitchen,Cookware,7907
P02277,Electronics,Accessories,71425
P02278,Home & Kitchen,Cookware,8124
P02279,Electronics,Laptops,15807
P02280,Home & Kitchen,Decor,7025
P02281,Electronics,Smartphones,25872
P02282,Electronics,Laptops,35569
P02283,Fashion,Women's Clothing,1118
P02284,Electronics,Audio,12371
P02285,Grocery,Staples,569
P02286,Fashion,Footwear,319
P02287,Electronics,Laptops,50024
P02288,Books,Non-Fiction,1591
P02289,Fashion,Watches,1811
P02290,Fashion,Footwear,2932
P02291,Grocery,Personal Care,657
P02292,Fashion,Women's Clothing,1304
P02293,Electronics,Smartphones,56496
P02294,Grocery,Beverages,588
P02295,Electronics,Smartphones,19964
P02296,Grocery,Staples,170
P02297,Home & Kitchen,Appliances,15390
P02298,Electronics,Laptops,27430
P02299,Home & Kitchen,Cookware,11175
P02300,Electronics,Accessories,10841
P02301,Electronics,Cameras,37923
P02302,Grocery,Personal Care,1361
P02303,Electronics,Accessories,8921
P02304,Electronics,Smartphones,4777
P02305,Fashion,Footwear,3526
P02306,Electronics,Audio,14729
P02307,Fashion,Watches,4850
P02308,Grocery,Snacks,1198
P02309,Electronics,Accessories,66976
P02310,Home & Kitchen,Appliances,17529
P02311,Electronics,Audio,49497
P02312,Electronics,Laptops,25339
P02313,Books,Children's,2471
P02314,Grocery,Staples,1434
P02315,Fashion,Footwear,5433
P02316,Fashion,Women's Clothing,4361
P02317,Home & Kitchen,Cookware,24346
P02318,Grocery,Staples,1519
P02319,Fashion,Footwear,3832
P02320,Home & Kitchen,Furniture,3425
P02321,Home & Kitchen,Appliances,20349
P02322,Books,Non-Fiction,2767
P02323,Books,Children's,1458
P02324,Electronics,Accessories,36719
P02325,Fashion,Footwear,5539
P02326,Electronics,Smartphones,56962
P02327,Electronics,Smartphones,37499
P02328,Home & Kitchen,Cookware,5908
P02329,Books,Academic,749
P02330,Books,Children's,2597
P02331,Grocery,Beverages,1245
P02332,Grocery,Beverages,1828
P02333,Grocery,Staples,802
P02334,Home & Kitchen,Furniture,17535
P02335,Electronics,Smartphones,53382
P02336,Fashion,Women's Clothing,6352
P02337,Fashion,Watches,7083
P02338,Books,Children's,1415
P02339,Electronics,Cameras,2906
P02340,Home & Kitchen,Appliances,11962
P02341,Books,Fiction,1119
P02342,Home & Kitchen,Cookware,11612
P02343,Electronics,Smartphones,14079
P02344,Grocery,Beverages,1543
P02345,Electronics,Cameras,48553
P02346,Grocery,Staples,281
P02347,Grocery,Beverages,233
P02348,Books,Children's,2471
P02349,Electronics,Smartphones,63842
P02350,Electronics,Accessories,26407
P02351,Grocery,Personal Care,1309
P02352,Fashion,Watches,6381
P02353,Home & Kitchen,Cookware,13389
P02354,Books,Non-Fiction,1262
P02355,Fashion,Women's Clothing,3425
P02356,Electronics,Audio,49860
P02357,Grocery,Snacks,1109
P02358,Fashion,Women's Clothing,7796
P02359,Home & Kitchen,Decor,9688
P02360,Grocery,Beverages,701
P02361,Books,Academic,2460
P02362,Home & Kitchen,Appliances,14836
P02363,Books,Non-Fiction,2375
P02364,Fashion,Men's Clothing,3596
P02365,Books,Non-Fiction,2383
P02366,Home & Kitchen,Appliances,13681
P02367,Grocery,Beverages,495
P02368,Books,Children's,2022
P02369,Electronics,Accessories,6693
P02370,Home & Kitchen,Appliances,23282
P02371,Electronics,Smartphones,46148
P02372,Fashion,Footwear,3996
P02373,Grocery,Beverages,1197
P02374,Electronics,Laptops,37301
P02375,Electronics,Audio,44629
P02376,Electronics,Cameras,65851
P02377,Fashion,Women's Clothing,1574
P02378,Electronics,Audio,76493
P02379,Home & Kitchen,Cookware,1880
P02380,Grocery,Snacks,244
P02381,Fashion,Footwear,6550
P02382,Electronics,Smartphones,61822
P02383,Electronics,Audio,30623
P02384,Electronics,Accessories,39796
P02385,Electronics,Cameras,52983
